V,E,I,R
0.016641052,0.11664105,0.21664105,0.00042050675
0.018617801,0.1186178,0.2186178,0.0004827961
0.016371552,0.11637156,0.21637155,0.00041222738
0.9187722,1.0,1.0,0.9187722
0.027690258,0.12769026,0.22769026,0.00080506183
0.048767097,0.1487671,0.24876711,0.0018047903
0.01979478,0.119794786,0.21979478,0.0005212019
0.016230615,0.116230614,0.21623062,0.00040791783
0.02116562,0.12116562,0.22116563,0.0005671893
0.10502681,0.2050268,0.30502683,0.006568238
0.07033577,0.17033577,0.27033576,0.003238811
0.021864558,0.12186456,0.22186457,0.00059116137
0.028087387,0.12808739,0.2280874,0.00082057633
0.01788301,0.11788301,0.21788302,0.00045931988
0.017610643,0.11761065,0.21761064,0.000450715
0.95998776,1.0,1.0,0.95998776
0.021739595,0.121739596,0.22173959,0.00058684923
0.01697999,0.116979994,0.21698,0.00043099152
0.023779985,0.12377998,0.22377999,0.00065869326
0.02384809,0.123848096,0.22384809,0.0006611444
0.020351816,0.12035182,0.22035182,0.00053972495
0.03308598,0.13308598,0.23308599,0.0010263429
0.024987794,0.124987796,0.2249878,0.000702675
0.8806945,0.98069453,1.0,0.8636923
0.021512311,0.12151231,0.22151232,0.00057903555
0.09846876,0.19846876,0.29846877,0.005832967
0.018457891,0.11845789,0.21845789,0.00047765448
0.028060742,0.12806074,0.22806075,0.0008195316
0.017375665,0.117375664,0.21737567,0.00044333338
0.016963702,0.1169637,0.21696371,0.0004304858
0.019308086,0.119308084,0.2193081,0.00050520047
0.025107034,0.12510704,0.22510704,0.0007070762
0.033621218,0.13362122,0.23362122,0.0010495452
0.018528797,0.1185288,0.2185288,0.0004799321
0.01720971,0.11720971,0.21720971,0.00043814356
0.02525085,0.12525085,0.22525086,0.00071239873
0.020429842,0.12042984,0.22042984,0.0005423373
0.049589027,0.14958903,0.24958903,0.0018514451
0.02442309,0.124423094,0.2244231,0.00068197615
0.02384809,0.123848096,0.22384809,0.0006611444
0.017375665,0.117375664,0.21737567,0.00044333338
0.21808594,0.31808594,0.41808593,0.029002653
0.023419945,0.12341995,0.22341995,0.00064579275
0.020429842,0.12042984,0.22042984,0.0005423373
0.01657725,0.11657725,0.21657725,0.00041854207
0.024633382,0.12463339,0.22463338,0.0006896563
0.022328783,0.12232879,0.22232878,0.0006072806
0.017492766,0.117492765,0.21749277,0.0004470071
0.84344435,0.9434444,1.0,0.7957428
0.02025469,0.120254695,0.22025469,0.0005364791
0.019142363,0.11914237,0.21914236,0.00049979065
0.028114056,0.12811406,0.22811405,0.0008216225
0.016529558,0.11652956,0.21652956,0.00041707538
0.07483763,0.17483763,0.27483764,0.0035960951
0.032713126,0.13271312,0.23271313,0.001010315
0.29348043,0.39348042,0.49348044,0.05698653
0.016801612,0.11680161,0.21680161,0.0004254635
0.09409338,0.19409338,0.29409337,0.0053709983
0.07185127,0.17185128,0.27185127,0.0033567469
0.99800056,1.0,1.0,0.99800056
0.016737208,0.11673721,0.21673721,0.00042347307
0.01822929,0.11822929,0.2182293,0.00047033568
0.017078074,0.11707807,0.21707807,0.00043404067
0.021656675,0.12165668,0.22165668,0.00058399426
0.022350114,0.12235011,0.22235012,0.00060802506
0.998092,1.0,1.0,0.998092
0.046248805,0.1462488,0.24624881,0.0016655857
0.02265081,0.12265081,0.22265081,0.0006185552
0.02479816,0.124798164,0.22479816,0.00069569744
0.031380434,0.13138044,0.23138043,0.0009539295
0.016434573,0.116434574,0.21643457,0.00041415892
0.022824407,0.12282441,0.22282441,0.0006246647
0.09730459,0.19730459,0.2973046,0.005707845
0.9980994,1.0,1.0,0.9980994
0.01720971,0.11720971,0.21720971,0.00043814356
0.01697999,0.116979994,0.21698,0.00043099152
0.016529558,0.11652956,0.21652956,0.00041707538
0.018387254,0.11838725,0.21838726,0.000475389
0.028034119,0.12803411,0.22803412,0.00081848825
0.023286305,0.12328631,0.2232863,0.00064102875
0.01697999,0.116979994,0.21698,0.00043099152
0.029873094,0.1298731,0.22987309,0.00089184125
0.019271135,0.11927114,0.21927114,0.00050399255
0.021635994,0.121635996,0.221636,0.00058328296
0.020984294,0.12098429,0.2209843,0.0005610283
0.9980957,1.0,1.0,0.9980957
0.047118,0.147118,0.247118,0.0017129987
0.021471238,0.12147124,0.22147124,0.0005776275
0.02353188,0.12353188,0.22353189,0.0006497932
0.017934537,0.11793454,0.21793453,0.00046095363
0.02239283,0.12239283,0.22239283,0.0006095169
0.018003466,0.118003465,0.21800347,0.00046314212
0.027585285,0.12758529,0.22758529,0.00080098107
0.998103,1.0,1.0,0.998103
0.9974541,1.0,1.0,0.9974541
0.9980882,1.0,1.0,0.9980882
0.016817752,0.11681776,0.21681775,0.0004259628
0.7516481,0.85164815,0.9516481,0.6091878
0.051941562,0.15194157,0.25194156,0.0019883437
0.018176934,0.11817694,0.21817693,0.00046866463
0.025516601,0.12551661,0.2255166,0.00072227494
0.022933565,0.12293357,0.22293356,0.0006285177
0.02784845,0.12784845,0.22784846,0.0008112273
0.024916517,0.124916516,0.22491652,0.00070004916
0.020488555,0.120488554,0.22048856,0.00054430607
0.019179069,0.11917907,0.21917906,0.00050098717
0.7588682,0.85886824,0.9588682,0.6249594
0.01676938,0.11676938,0.21676938,0.00042446697
0.030357992,0.130358,0.23035799,0.00091162033
0.017028963,0.11702897,0.21702896,0.0004325131
0.01778039,0.11778039,0.2177804,0.00045607163
0.017475989,0.11747599,0.217476,0.0004464802
0.022435626,0.12243563,0.22243562,0.00061101286
0.033462934,0.13346294,0.23346293,0.0010426597
0.0212264,0.1212264,0.22122641,0.0005692598
0.020824391,0.1208244,0.22082439,0.00055561506
0.022478504,0.12247851,0.22247851,0.00061251305
0.07490528,0.17490527,0.27490526,0.003601624
0.07439932,0.17439932,0.27439934,0.0035603838
0.1481088,0.2481088,0.3481088,0.012791987
0.94853723,1.0,1.0,0.94853723
0.016673045,0.116673045,0.21667305,0.00042149296
0.022759156,0.122759156,0.22275916,0.0006223657
0.04751418,0.14751418,0.24751419,0.0017348308
0.016434573,0.116434574,0.21643457,0.00041415892
0.020196633,0.12019663,0.22019663,0.00053454214
0.01676938,0.11676938,0.21676938,0.00042446697
0.021885455,0.121885456,0.22188546,0.00059188355
0.016418796,0.116418794,0.2164188,0.00041367512
0.5562489,0.6562489,0.7562489,0.2760594
0.02159469,0.12159469,0.22159469,0.0005818633
0.05215839,0.1521584,0.2521584,0.002001214
0.017078074,0.11707807,0.21707807,0.00043404067
0.017193202,0.11719321,0.2171932,0.0004376283
0.022201229,0.122201234,0.22220123,0.00060283585
0.021471238,0.12147124,0.22147124,0.0005776275
0.020061802,0.1200618,0.22006181,0.0005300532
0.19698063,0.29698062,0.39698064,0.023223141
0.016215032,0.116215035,0.21621503,0.0004074422
0.025323061,0.12532306,0.22532307,0.00071507704
0.19057333,0.29057333,0.39057332,0.021628205
0.026835686,0.12683569,0.22683568,0.0007720858
0.24931012,0.34931013,0.44931012,0.03912887
0.906156,1.0,1.0,0.906156
0.018299334,0.118299335,0.21829933,0.00047257417
0.017061688,0.11706169,0.2170617,0.0004335308
0.9759235,1.0,1.0,0.9759235
0.23948272,0.33948272,0.43948272,0.035730053
0.017678348,0.11767835,0.21767835,0.00045284908
0.018107349,0.11810735,0.21810736,0.00046644677
0.017968968,0.11796897,0.21796897,0.0004620464
0.021927303,0.121927306,0.2219273,0.0005933308
0.026330305,0.1263303,0.22633031,0.000752846
0.14463145,0.24463144,0.34463143,0.012193542
0.040807474,0.14080748,0.24080747,0.0013836792
0.030996833,0.13099684,0.23099683,0.0009379597
0.016898682,0.116898686,0.21689868,0.00042846895
0.017475989,0.11747599,0.217476,0.0004464802
0.018299334,0.118299335,0.21829933,0.00047257417
0.0226292,0.1226292,0.2226292,0.0006177962
0.1833376,0.2833376,0.38333762,0.019913023
0.025589554,0.12558955,0.22558956,0.00072499533
0.029929748,0.12992975,0.22992975,0.00089414266
0.99771273,1.0,1.0,0.99771273
0.02578508,0.12578508,0.22578508,0.00073230645
0.018142108,0.11814211,0.2181421,0.00046755423
0.061143138,0.16114314,0.26114315,0.0025729903
0.9981067,1.0,1.0,0.9981067
0.01668906,0.11668906,0.21668907,0.00042198694
0.1416966,0.2416966,0.34169662,0.011702284
0.019985152,0.119985156,0.21998516,0.00052750716
0.029703751,0.12970376,0.22970375,0.00088497694
0.027428545,0.12742855,0.22742856,0.00079490367
0.018689308,0.11868931,0.21868931,0.00048510122
0.022499971,0.12249997,0.22249997,0.0006132646
0.02898063,0.12898064,0.22898063,0.00085591583
0.02074489,0.12074489,0.2207449,0.0005529305
0.021969227,0.12196923,0.22196923,0.000594782
0.016497836,0.11649784,0.21649784,0.00041610064
0.108471945,0.20847195,0.30847195,0.0069755865
0.8449215,0.94492155,1.0,0.79838455
0.8163332,0.9163332,1.0,0.74803317
0.07113817,0.17113817,0.2711382,0.0033009602
0.01822929,0.11822929,0.2182293,0.00047033568
0.8269914,0.9269914,1.0,0.7666139
0.99808073,1.0,1.0,0.99808073
0.024399834,0.12439983,0.22439983,0.00068112876
0.016434573,0.116434574,0.21643457,0.00041415892
0.0876419,0.1876419,0.2876419,0.004730356
0.05652209,0.1565221,0.2565221,0.0022694396
0.016561339,0.11656134,0.21656135,0.00041805257
0.016801612,0.11680161,0.21680161,0.0004254635
0.01676938,0.11676938,0.21676938,0.00042446697
0.021801988,0.12180199,0.221802,0.0005890009
0.024916517,0.124916516,0.22491652,0.00070004916
0.03173859,0.13173859,0.2317386,0.0009689447
0.021307705,0.12130771,0.22130771,0.00057203375
0.023962025,0.12396203,0.22396202,0.00066525256
0.021105006,0.12110501,0.22110501,0.0005651271
0.019014435,0.119014435,0.21901444,0.000495628
0.039158374,0.13915837,0.23915838,0.0013032255
0.024446368,0.12444637,0.22444637,0.00068282464
0.020804489,0.12080449,0.2208045,0.0005549426
0.021885455,0.121885456,0.22188546,0.00059188355
0.02224367,0.12224367,0.22224367,0.0006043134
0.019363642,0.11936364,0.21936364,0.00050701847
0.07117044,0.17117044,0.27117044,0.0033034731
0.3146557,0.4146557,0.5146557,0.06714907
0.03378023,0.13378023,0.23378024,0.0010564824
0.048360992,0.148361,0.24836099,0.0017819615
0.023779985,0.12377998,0.22377999,0.00065869326
0.016466174,0.11646618,0.21646617,0.00041512854
0.70237696,0.802377,0.90237695,0.50855356
0.024053553,0.12405355,0.22405356,0.00066855986
0.9075583,1.0,1.0,0.9075583
0.023870835,0.123870835,0.22387084,0.0006619638
0.026230346,0.12623034,0.22623035,0.00074906356
0.021801988,0.12180199,0.221802,0.0005890009
0.016418796,0.116418794,0.2164188,0.00041367512
0.998092,1.0,1.0,0.998092
0.25757828,0.35757828,0.4575783,0.042144973
0.393436,0.493436,0.593436,0.115206994
0.021656675,0.12165668,0.22165668,0.00058399426
0.016059982,0.11605998,0.21605998,0.00040271878
0.018003466,0.118003465,0.21800347,0.00046314212
0.022222439,0.12222244,0.22222245,0.0006035741
0.02824778,0.12824778,0.22824778,0.00082687667
0.016355833,0.11635584,0.21635583,0.00041174606
0.017325714,0.117325716,0.21732572,0.00044176925
0.018072657,0.11807266,0.21807265,0.00046534237
0.99764496,1.0,1.0,0.99764496
0.018564347,0.11856435,0.21856435,0.0004810754
0.017242776,0.117242776,0.21724278,0.00043917604
0.016593179,0.11659318,0.21659318,0.00041903232
0.9980957,1.0,1.0,0.9980957
0.017242776,0.117242776,0.21724278,0.00043917604
0.02571159,0.12571159,0.2257116,0.00072955515
0.017627545,0.117627546,0.21762756,0.00045124747
0.02211659,0.122116596,0.22211659,0.00059989304
0.016882466,0.116882466,0.21688247,0.00042796644
0.023087243,0.12308724,0.22308725,0.0006339571
0.01665704,0.11665704,0.21665704,0.00042099948
0.0212264,0.1212264,0.22122641,0.0005692598
0.0177293,0.1177293,0.2177293,0.00045445724
0.018978037,0.11897804,0.21897805,0.0004944458
0.023464657,0.12346466,0.22346467,0.0006473896
0.016721144,0.116721146,0.21672115,0.0004229771
0.030185984,0.13018599,0.23018599,0.00090458314
0.2942403,0.3942403,0.49424028,0.057332557
0.88563144,0.98563147,1.0,0.8729062
0.016152835,0.11615284,0.21615283,0.0004055454
0.021781173,0.12178117,0.22178118,0.0005882827
0.01720971,0.11720971,0.21720971,0.00043814356
0.02753294,0.12753294,0.22753294,0.00079894933
0.018404892,0.118404895,0.21840489,0.0004759543
0.017797453,0.11779746,0.21779746,0.00045661122
0.023219766,0.123219766,0.22321977,0.00063866173
0.022586042,0.12258604,0.22258605,0.00061628147
0.1364357,0.23643571,0.3364357,0.010852834
0.017951744,0.11795174,0.21795174,0.0004614996
0.023353029,0.123353034,0.22335303,0.0006434057
0.029958116,0.12995812,0.22995812,0.00089529605
0.017695315,0.11769532,0.21769533,0.00045338442
0.0312915,0.13129151,0.2312915,0.00095021684
0.020138742,0.12013874,0.22013874,0.00053261314
0.025419652,0.12541965,0.22541966,0.0007186658
0.020864256,0.12086426,0.22086427,0.00055696286
0.020784603,0.1207846,0.2207846,0.0005542709
0.057705317,0.15770532,0.25770533,0.0023452307
0.998103,1.0,1.0,0.998103
0.035244323,0.13524432,0.23524433,0.0011213144
0.02184368,0.12184368,0.22184369,0.0005904402
0.017358998,0.117359,0.217359,0.0004428113
0.022457056,0.12245706,0.22245705,0.00061176246
0.028571246,0.12857124,0.22857125,0.0008396429
0.071202725,0.17120272,0.27120274,0.0033059886
0.19950289,0.29950288,0.39950287,0.023870971
0.068787284,0.16878729,0.2687873,0.003120733
0.40359622,0.50359625,0.6035962,0.12268066
0.9007046,1.0,1.0,0.9007046
0.40989235,0.50989234,0.60989237,0.1274681
0.020964239,0.120964244,0.22096424,0.0005603484
0.016705096,0.1167051,0.2167051,0.0004224817
0.12716407,0.22716406,0.32716405,0.009450823
0.019700259,0.11970026,0.21970026,0.00051808095
0.022737447,0.12273745,0.22273745,0.0006216015
0.019382192,0.119382195,0.2193822,0.000507626
0.94762397,1.0,1.0,0.94762397
0.016785491,0.1167855,0.21678549,0.00042496502
0.058911767,0.15891176,0.25891176,0.0024238732
0.022672437,0.12267244,0.22267243,0.0006193151
0.050611433,0.15061143,0.25061142,0.0019103257
0.021739595,0.121739596,0.22173959,0.00058684923
0.88043773,0.98043776,1.0,0.8632144
0.026355354,0.12635535,0.22635536,0.00075379503
0.19950289,0.29950288,0.39950287,0.023870971
0.029090757,0.12909076,0.22909077,0.0008603155
0.016833907,0.11683391,0.2168339,0.00042646268
0.02945148,0.12945148,0.22945148,0.0008747924
0.016996302,0.1169963,0.21699631,0.00043149816
0.041230023,0.14123002,0.24123003,0.0014046624
0.7053286,0.8053286,0.9053286,0.5142459
0.9980354,1.0,1.0,0.9980354
0.02660711,0.1266071,0.22660711,0.0007633599
0.016434573,0.116434574,0.21643457,0.00041415892
0.041384716,0.14138472,0.24138471,0.0014123821
0.017409043,0.11740904,0.21740904,0.00044437952
0.017078074,0.11707807,0.21707807,0.00043404067
0.021656675,0.12165668,0.22165668,0.00058399426
0.017392345,0.117392346,0.21739236,0.00044385612
0.83318895,0.933189,1.0,0.77752274
0.27586067,0.37586066,0.47586066,0.049339693
0.024307018,0.12430702,0.22430702,0.0006777511
0.030675799,0.1306758,0.2306758,0.00092468335
0.079032436,0.17903244,0.27903244,0.0039481334
0.01802074,0.11802074,0.21802074,0.0004636911
0.02184368,0.12184368,0.22184369,0.0005904402
0.017094472,0.11709447,0.21709448,0.00043455116
0.018797074,0.11879708,0.21879707,0.00048858207
0.017226238,0.11722624,0.21722624,0.00043865954
0.017576883,0.11757688,0.21757689,0.00044965203
0.064506,0.164506,0.264506,0.0028068384
0.029986508,0.12998651,0.22998652,0.000896451
0.018671406,0.11867141,0.21867141,0.00048452383
0.057361122,0.15736112,0.2573611,0.002323047
0.017644463,0.11764447,0.21764447,0.0004517806
0.021409772,0.121409774,0.22140977,0.0005755227
0.050940912,0.15094091,0.25094092,0.0019295017
0.062473882,0.16247389,0.26247388,0.0026642082
0.9231778,1.0,1.0,0.9231778
0.016641052,0.11664105,0.21664105,0.00042050675
0.3650534,0.46505338,0.5650534,0.09592873
0.022457056,0.12245706,0.22245705,0.00061176246
0.021948256,0.12194826,0.22194827,0.000594056
0.017475989,0.11747599,0.217476,0.0004464802
0.052134253,0.15213425,0.25213426,0.0019997791
0.036838707,0.1368387,0.23683871,0.0011938947
0.041307304,0.14130731,0.2413073,0.0014085165
0.04054074,0.14054075,0.24054074,0.0013705113
0.017358998,0.117359,0.217359,0.0004428113
0.023939194,0.123939194,0.2239392,0.0006644286
0.02350945,0.12350945,0.22350946,0.00064899086
0.07162365,0.17162365,0.27162367,0.003338883
0.018671406,0.11867141,0.21867141,0.00048452383
0.015799738,0.11579974,0.21579975,0.0003948284
0.91884506,1.0,1.0,0.91884506
0.08736899,0.18736899,0.28736898,0.004704299
0.031232351,0.13123235,0.23123236,0.0009477509
0.017045317,0.11704532,0.21704532,0.0004330216
0.049819656,0.14981966,0.24981967,0.0018646449
0.023153411,0.12315341,0.22315341,0.00063630444
0.9981141,1.0,1.0,0.9981141
0.02339762,0.12339762,0.22339763,0.000644996
0.024987794,0.124987796,0.2249878,0.000702675
0.3311603,0.4311603,0.5311603,0.07584076
0.016817752,0.11681776,0.21681775,0.0004259628
0.023264103,0.123264104,0.2232641,0.0006402386
0.019985152,0.119985156,0.21998516,0.00052750716
0.020685462,0.120685466,0.22068547,0.00055092684
0.016753288,0.11675329,0.21675329,0.00042396973
0.9979888,1.0,1.0,0.9979888
0.076442145,0.17644215,0.27644214,0.0037285455
0.015936993,0.115936995,0.21593699,0.00039898398
0.022286188,0.122286186,0.2222862,0.000605795
0.024007749,0.12400775,0.22400776,0.000666904
0.02433019,0.12433019,0.22433019,0.0006785937
0.020061802,0.1200618,0.22006181,0.0005300532
0.025760561,0.12576056,0.22576056,0.000731388
0.017900169,0.11790017,0.21790017,0.00045986372
0.017259333,0.11725934,0.21725933,0.00043969334
0.01583014,0.11583014,0.21583015,0.00039574775
0.016673045,0.116673045,0.21667305,0.00042149296
0.02218004,0.122180045,0.22218004,0.00060209865
0.029145973,0.12914598,0.22914597,0.00086252496
0.99801993,1.0,1.0,0.99801993
0.024237636,0.12423764,0.22423764,0.0006752304
0.02339762,0.12339762,0.22339763,0.000644996
0.021948256,0.12194826,0.22194827,0.000594056
0.018707229,0.11870723,0.21870723,0.00048567948
0.018815093,0.118815094,0.21881509,0.00048916484
0.73578405,0.8357841,0.93578404,0.5754666
0.042009056,0.14200905,0.24200906,0.0014437452
0.016931161,0.11693116,0.21693116,0.00042947606
0.02442309,0.124423094,0.2244231,0.00068197615
0.016434573,0.116434574,0.21643457,0.00041415892
0.018671406,0.11867141,0.21867141,0.00048452383
0.049267832,0.14926784,0.24926783,0.0018331412
0.02339762,0.12339762,0.22339763,0.000644996
0.017292492,0.11729249,0.21729249,0.0004407299
0.016387284,0.116387285,0.21638729,0.00041270928
0.9980732,1.0,1.0,0.9980732
0.039158374,0.13915837,0.23915838,0.0013032255
0.025932675,0.12593268,0.22593267,0.00073784444
0.023197629,0.12319763,0.22319764,0.00063787494
0.017951744,0.11795174,0.21795174,0.0004614996
0.03601607,0.13601607,0.23601606,0.001156187
0.024168445,0.12416845,0.22416845,0.0006727202
0.9981067,1.0,1.0,0.9981067
0.01979478,0.119794786,0.21979478,0.0005212019
0.026912306,0.12691231,0.2269123,0.00077501964
0.38616648,0.48616648,0.5861665,0.11004761
0.023712069,0.12371207,0.22371207,0.00065625244
0.0434875,0.1434875,0.2434875,0.0015193408
0.022824407,0.12282441,0.22282441,0.0006246647
0.49380526,0.59380525,0.6938053,0.20344047
0.021105006,0.12110501,0.22110501,0.0005651271
0.9980882,1.0,1.0,0.9980882
0.017442483,0.11744249,0.21744248,0.00044542848
0.056340095,0.15634009,0.2563401,0.0022578987
0.021064695,0.12106469,0.2210647,0.00056375714
0.02058678,0.12058678,0.22058678,0.0005476052
0.028463025,0.12846303,0.22846302,0.0008353628
0.025202822,0.12520282,0.22520283,0.0007106195
0.01949387,0.11949387,0.21949387,0.0005112886
0.017695315,0.11769532,0.21769533,0.00045338442
0.9384633,1.0,1.0,0.9384633
0.8656222,0.96562225,1.0,0.83586407
0.021822827,0.12182283,0.22182283,0.0005897201
0.022521457,0.12252146,0.22252145,0.0006140172
0.09999631,0.19999632,0.29999632,0.005999595
0.032589745,0.13258974,0.23258975,0.0010050356
0.016044559,0.11604456,0.21604456,0.00040224986
0.031618766,0.13161877,0.23161876,0.00096391
0.01923426,0.119234264,0.21923426,0.0005027881
0.019700259,0.11970026,0.21970026,0.00051808095
0.017900169,0.11790017,0.21790017,0.00045986372
0.12137298,0.22137299,0.321373,0.008634875
0.02237146,0.122371465,0.22237146,0.0006087704
0.93439513,1.0,1.0,0.93439513
0.016403032,0.116403036,0.21640304,0.00041319188
0.016183903,0.11618391,0.2161839,0.00040649256
0.018003466,0.118003465,0.21800347,0.00046314212
0.022868007,0.12286801,0.22286801,0.0006262026
0.01717671,0.11717671,0.2171767,0.0004371138
0.018564347,0.11856435,0.21856435,0.0004810754
0.024869105,0.12486911,0.2248691,0.0006983047
0.019252688,0.11925269,0.21925269,0.00050338986
0.021990221,0.12199022,0.22199023,0.0005955092
0.016529558,0.11652956,0.21652956,0.00041707538
0.017543187,0.11754319,0.21754318,0.00044859195
0.041656766,0.14165677,0.24165677,0.0014260077
0.01584536,0.11584536,0.21584536,0.0003962082
0.03465149,0.1346515,0.23465149,0.0010948546
0.060390707,0.1603907,0.2603907,0.0025221724
0.017028963,0.11702897,0.21702896,0.0004325131
0.111337796,0.2113378,0.3113378,0.007325743
0.02539547,0.12539548,0.22539547,0.0007177667
0.018761085,0.118761085,0.21876109,0.0004874187
0.017392345,0.117392346,0.21739236,0.00044385612
0.023870835,0.123870835,0.22387084,0.0006619638
0.054853205,0.15485321,0.25485322,0.002164773
0.08079154,0.18079154,0.28079155,0.0041013616
0.030473188,0.1304732,0.23047319,0.00091634627
0.3816849,0.4816849,0.5816849,0.106943846
0.026130756,0.12613076,0.22613075,0.0007453026
0.016308766,0.11630876,0.21630877,0.0004103058
0.023916386,0.12391639,0.22391638,0.00066360575
0.03708202,0.13708203,0.23708202,0.0012051539
0.016593179,0.11659318,0.21659318,0.00041903232
0.99808455,1.0,1.0,0.99808455
0.017078074,0.11707807,0.21707807,0.00043404067
0.016963702,0.1169637,0.21696371,0.0004304858
0.027143436,0.12714344,0.22714344,0.00078389695
0.021885455,0.121885456,0.22188546,0.00059188355
0.2047789,0.3047789,0.4047789,0.025263177
0.02184368,0.12184368,0.22184369,0.0005904402
0.016947422,0.11694743,0.21694742,0.00042998054
0.92529744,1.0,1.0,0.92529744
0.016963702,0.1169637,0.21696371,0.0004304858
0.020626195,0.120626196,0.2206262,0.00054893113
0.93593454,1.0,1.0,0.93593454
0.09986455,0.19986455,0.29986456,0.0059851115
0.023308527,0.123308524,0.22330853,0.00064181996
0.042762153,0.14276215,0.24276215,0.0014820185
0.098079324,0.19807932,0.2980793,0.0057909316
0.021553464,0.121553466,0.22155347,0.00058044755
0.02184368,0.12184368,0.22184369,0.0005904402
0.016183903,0.11618391,0.2161839,0.00040649256
0.023825366,0.12382537,0.22382537,0.00066032616
0.045862667,0.14586267,0.24586266,0.0016447353
0.97691274,1.0,1.0,0.97691274
0.017763345,0.11776335,0.21776335,0.0004555328
0.019587422,0.11958742,0.21958743,0.00051436364
0.07910355,0.17910355,0.27910355,0.003954263
0.04360953,0.14360952,0.24360953,0.0015256641
0.03191915,0.13191915,0.23191915,0.00097655295
0.023893602,0.1238936,0.22389361,0.0006627843
0.02961943,0.12961943,0.22961943,0.00088156725
0.02628028,0.12628028,0.22628029,0.0007509521
0.9221325,1.0,1.0,0.9221325
0.022868007,0.12286801,0.22286801,0.0006262026
0.022201229,0.122201234,0.22220123,0.00060283585
0.07913913,0.17913914,0.27913913,0.0039573316
0.01745923,0.11745923,0.21745923,0.00044595407
0.01720971,0.11720971,0.21720971,0.00043814356
0.9664738,1.0,1.0,0.9664738
0.01781453,0.11781453,0.21781453,0.00045715147
0.022607611,0.12260761,0.22260761,0.00061703834
0.028194217,0.12819421,0.22819422,0.0008247705
0.018689308,0.11868931,0.21868931,0.00048510122
0.967101,1.0,1.0,0.967101
0.029788302,0.12978831,0.2297883,0.0008884014
0.2661188,0.3661188,0.4661188,0.045414466
0.020984294,0.12098429,0.2209843,0.0005610283
0.020705251,0.120705254,0.22070526,0.0005515938
0.025760561,0.12576056,0.22576056,0.000731388
0.021948256,0.12194826,0.22194827,0.000594056
0.021698099,0.1216981,0.2216981,0.0005854199
0.89552265,0.9955227,1.0,0.8915131
0.016737208,0.11673721,0.21673721,0.00042347307
0.01697999,0.116979994,0.21698,0.00043099152
0.93952614,1.0,1.0,0.93952614
0.024492992,0.124492995,0.224493,0.0006845254
0.02525085,0.12525085,0.22525086,0.00071239873
0.01697999,0.116979994,0.21698,0.00043099152
0.01712732,0.11712732,0.21712732,0.00043557418
0.25497246,0.35497245,0.45497245,0.041178737
0.017110892,0.11711089,0.2171109,0.00043506242
0.038106624,0.13810663,0.23810662,0.0012531021
0.030879717,0.13087972,0.23087972,0.00093310705
0.07011259,0.1701126,0.2701126,0.0032216427
0.016641052,0.11664105,0.21664105,0.00042050675
0.025638299,0.1256383,0.2256383,0.0007268153
0.016721144,0.116721146,0.21672115,0.0004229771
0.026455777,0.12645578,0.22645578,0.00075760466
0.86275685,0.9627569,1.0,0.83062506
0.024191486,0.124191485,0.22419149,0.00067355565
0.15703987,0.25703987,0.35703987,0.014412095
0.028114056,0.12811406,0.22811405,0.0008216225
0.024353383,0.12435339,0.22435339,0.00067943754
0.09947021,0.19947022,0.29947022,0.005941892
